Component Name,Normalized Name,Computerzone Price,Computerzone Status,Computerzone URL,Nanotek Price,Nanotek Status,Nanotek URL,PCBuilders Price,PCBuilders Status,PCBuilders URL,Winsoft Price,Winsoft Status,Winsoft URL
Gigabyte X670E Aorus Master Motherboard,gigabytex670eaorusmastermotherboard,,,,,,,,,,215000.0,In Stock,https://www.winsoft.lk/product/gigabyte-x670e-aorus-master-motherboard/
Gigabyte X870E AORUS MASTER Motherboard,gigabytex870eaorusmastermotherboard,,,,,,,255000.0,In Stock,https://pcbuilders.lk/gigabyte-x870e/,255000.0,In Stock,https://www.winsoft.lk/product/gigabyte-x870e-aorus-master-motherboard/
GIGABYTE B860M D3HP DDR5 Motherboard,gigabyteb860md3hpddr5motherboard,,,,,,,,,,55000.0,In Stock,https://www.winsoft.lk/product/gigabyte-b860m-d3hp-ddr5-motherboard/
GIGABYTE B860M DS3H WIFI6E Motherboard,gigabyteb860mds3hwifi6emotherboard,,,,,,,,,,65000.0,In Stock,https://www.winsoft.lk/product/gigabyte-b860m-ds3h-wifi6e-motherboard/
GIGABYTE B860M GAMING WIFI6E Motherboard,gigabyteb860mwifi6emotherboard,,,,,,,,,,62500.0,In Stock,https://www.winsoft.lk/product/gigabyte-b860m-gaming-wifi6e-motherboard/
GIGABYTE Z890 AORUS MASTER Motherboard,gigabytez890aorusmastermotherboard,,,,,,,,,,245000.0,In Stock,https://www.winsoft.lk/product/gigabyte-z890-aorus-master-motherboard/
GIGABYTE Z890 EAGLE WIFI7 Motherboard,gigabytez890eaglewifi7motherboard,,,,,,,,,,128500.0,In Stock,https://www.winsoft.lk/product/gigabyte-z890-eagle-wifi7-motherboard/
GIGABYTE Z890 UD WIFI6E Motherboard,gigabytez890udwifi6emotherboard,,,,,,,,,,109500.0,In Stock,https://www.winsoft.lk/product/gigabyte-z890-ud-wifi6e-motherboard/
Gigabyte B760M D2H DDR5 Motherboard,gigabyteb760md2hddr5motherboard,,,,,,,,,,50500.0,In Stock,https://www.winsoft.lk/product/gigabyte-b760m-d2h-ddr5-motherboard/
Gigabyte Z790 Aorus Elite AX ICE DDR5 Motherboard (WiFi),gigabytez790aoruseliteaxiceddr5motherboard,,,,,,,,,,170000.0,In Stock,https://www.winsoft.lk/product/gigabyte-z790-aorus-elite-ax-ice/
